date,year,week,ili_rate,region_name,month,quarter,day_of_year,is_winter,is_flu_season,ili_rate_lag_1,ili_rate_lag_2,ili_rate_lag_4,ili_rate_rolling_mean_2,ili_rate_rolling_std_2,ili_rate_rolling_min_2,ili_rate_rolling_max_2,ili_rate_rolling_mean_4,ili_rate_rolling_std_4,ili_rate_rolling_min_4,ili_rate_rolling_max_4,ili_rate_rolling_mean_8,ili_rate_rolling_std_8,ili_rate_rolling_min_8,ili_rate_rolling_max_8,month_sin,month_cos,week_sin,week_cos,season_winter,season_spring,season_summer,season_fall,year_normalized,ili_rate_diff_1,ili_rate_diff_2,ili_rate_momentum,state_California,state_Florida,state_Illinois,state_Massachusetts,state_New Jersey,state_New York,state_Texas,state_Washington
2023-09-25,2023,39,2.48396,California,9,3,268,0,0,2.44069,2.38665,2.30863,2.413669999999999,0.03821205045518819,2.38665,2.44069,2.406405,0.0775787812485775,2.30863,2.48965,2.161895,0.2763342019573554,1.80349,2.48965,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0.7142857142857143,0.04327000000000014,0.09731000000000023,0.07755500000000026,True,False,False,False,False,False,False,False
2023-10-02,2023,40,2.8034,California,10,4,275,0,1,2.48396,2.44069,2.48965,2.462324999999999,0.030596510421775327,2.44069,2.48396,2.4502375,0.04769722939208715,2.38665,2.48965,2.24695375,0.25408545547494127,1.88335,2.48965,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,0,0,0,1,0.7142857142857143,0.3194399999999997,0.36270999999999987,0.3531624999999998,True,False,False,False,False,False,False,False
2023-10-09,2023,41,2.68133,California,10,4,282,0,1,2.8034,2.48396,2.38665,2.643679999999999,0.22587819018220762,2.48396,2.8034,2.528675,0.18742617897903585,2.38665,2.8034,2.36196,0.2734773880963097,1.91037,2.8034,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0,0,0,1,0.7142857142857143,-0.1220699999999999,0.19736999999999982,0.1526550000000002,True,False,False,False,False,False,False,False
2023-10-16,2023,42,3.2034,California,10,4,289,0,1,2.68133,2.8034,2.44069,2.742364999999999,0.08631652477938143,2.68133,2.8034,2.602345,0.17010691784879042,2.44069,2.8034,2.45833,0.22274117785956227,2.07233,2.8034,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,0,0,0,1,0.7142857142857143,0.5220699999999998,0.3999999999999999,0.6010549999999997,True,False,False,False,False,False,False,False
2023-10-23,2023,43,3.35172,California,10,4,296,0,1,3.2034,2.68133,2.48396,2.942364999999999,0.369159237254046,2.68133,3.2034,2.7930225,0.30359634850408795,2.48396,3.2034,2.59971375,0.2911832542740432,2.30863,3.2034,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,0,0,0,1,0.7142857142857143,0.14832,0.6703899999999998,0.5586974999999996,True,False,False,False,False,False,False,False
2023-10-30,2023,44,3.86125,California,10,4,303,0,1,3.35172,3.2034,2.8034,3.277559999999999,0.10487807778553275,3.2034,3.35172,3.0099625000000003,0.31879128055571043,2.68133,3.35172,2.7301,0.366117247028063,2.38665,3.35172,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,0,0,0,1,0.7142857142857143,0.5095300000000003,0.6578500000000003,0.8512874999999998,True,False,False,False,False,False,False,False
2023-11-06,2023,45,4.23124,California,11,4,310,0,1,3.86125,3.35172,2.68133,3.6064849999999993,0.3602921182179648,3.35172,3.86125,3.274425,0.4855046609113903,2.68133,3.86125,2.90155,0.5243793841975556,2.38665,3.86125,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407953,0,0,0,1,0.7142857142857143,0.3699899999999996,0.8795199999999999,0.9568149999999997,True,False,False,False,False,False,False,False
2023-11-13,2023,46,4.63309,California,11,4,317,0,1,4.23124,3.86125,3.2034,4.046244999999999,0.2616224379711865,3.86125,4.23124,3.6619025,0.4726952296759003,3.2034,4.23124,3.13212375,0.6549215462925259,2.44069,4.23124,-0.5000000000000004,0.8660254037844384,-0.6631226582407956,0.7485107481711007,0,0,0,1,0.7142857142857143,0.4018500000000005,0.7718400000000001,0.9711875000000001,True,False,False,False,False,False,False,False
2023-11-20,2023,47,5.2259,California,11,4,324,0,1,4.63309,4.23124,3.35172,4.4321649999999995,0.2841508600197928,4.23124,4.63309,4.019325,0.5453743619753503,3.35172,4.63309,3.40617375,0.7724217441257029,2.48396,4.63309,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,0,0,0,1,0.7142857142857143,0.5928100000000001,0.9946600000000005,1.206575,True,False,False,False,False,False,False,False
2023-11-27,2023,48,5.54673,California,11,4,331,0,1,5.2259,4.63309,3.86125,4.929494999999999,0.41917997095518394,4.63309,5.2259,4.48787,0.5843197499657374,3.86125,5.2259,3.74891625,0.9021873031208532,2.68133,5.2259,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,0,0,0,1,0.7142857142857143,0.32082999999999995,0.91364,1.0588600000000001,True,False,False,False,False,False,False,False
2023-12-04,2023,49,5.79754,California,12,4,338,1,1,5.54673,5.2259,4.23124,5.386315,0.22686106860805863,5.2259,5.54673,4.9092400000000005,0.5895223711333522,4.23124,5.54673,4.0918325,1.0067624470797356,2.68133,5.54673,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,1,0,0,0,0.7142857142857143,0.25080999999999953,0.5716399999999995,0.8882999999999992,True,False,False,False,False,False,False,False
2023-12-11,2023,50,6.33422,California,12,4,345,1,1,5.79754,5.54673,4.63309,5.672134999999999,0.17734945178937203,5.54673,5.79754,5.300815,0.5028846274909292,4.63309,5.79754,4.48135875,0.9856882694331872,3.2034,5.79754,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,1,0,0,0,0.7142857142857143,0.5366800000000005,0.78749,1.0334050000000001,True,False,False,False,False,False,False,False
2023-12-18,2023,51,7.31954,California,12,4,352,1,1,6.33422,5.79754,5.2259,6.065879999999999,0.37949006732718654,5.79754,6.33422,5.7260975,0.4680766478811899,5.2259,6.33422,4.87271125,1.0264871833092664,3.35172,6.33422,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,1,0,0,0,0.7142857142857143,0.9853199999999998,1.5220000000000002,1.5934425,True,False,False,False,False,False,False,False
2023-12-25,2023,52,7.77033,California,12,4,359,1,1,7.31954,6.33422,5.54673,6.826879999999999,0.6967264536387252,6.33422,7.31954,6.2495075,0.7853484564775636,5.54673,7.31954,5.3686887500000005,1.1390057486175853,3.86125,7.31954,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,1,0,0,0,0.7142857142857143,0.45079000000000047,1.4361100000000002,1.5208225000000004,True,False,False,False,False,False,False,False
2024-01-01,2024,1,6.93704,California,1,1,1,1,1,7.77033,7.31954,5.79754,7.544934999999999,0.3187566658910806,7.31954,7.77033,6.805407499999999,0.9005965090381439,5.79754,7.77033,5.85732375,1.2344307230800384,4.23124,7.77033,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,1,0,0,0,0.8571428571428571,-0.8332900000000008,-0.3825000000000003,0.13163250000000026,True,False,False,False,False,False,False,False
2024-01-08,2024,2,5.48384,California,1,1,8,1,1,6.93704,7.77033,6.33422,7.353684999999999,0.589225009694936,6.93704,7.77033,7.090282500000001,0.6083138913628593,6.33422,7.77033,6.1955487499999995,1.0871459413191789,4.63309,7.77033,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1,0,0,0,0.8571428571428571,-1.4531999999999998,-2.2864900000000006,-1.6064425000000009,True,False,False,False,False,False,False,False
2024-01-15,2024,3,5.05494,California,1,1,15,1,1,5.48384,6.93704,7.31954,6.210439999999998,1.0275675744202861,5.48384,6.93704,6.8776874999999995,0.9896763506445045,5.48384,7.77033,6.3018925,0.9447587854012447,5.2259,7.77033,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1,0,0,0,0.8571428571428571,-0.4288999999999996,-1.8820999999999994,-1.8227474999999993,True,False,False,False,False,False,False,False
2024-01-22,2024,4,4.36541,California,1,1,22,1,1,5.05494,5.48384,7.77033,5.26939,0.3032780984508863,5.05494,5.48384,6.3115375,1.2627284432364532,5.05494,7.77033,6.2805225,0.9740534893020026,5.05494,7.77033,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1,0,0,0,0.8571428571428571,-0.6895300000000004,-1.11843,-1.9461275000000002,True,False,False,False,False,False,False,False
2024-01-29,2024,5,4.24409,California,1,1,29,1,1,4.36541,5.05494,6.93704,4.710175,0.48757133883154263,4.36541,5.05494,5.460307499999999,1.0869553809724761,4.36541,6.93704,6.1328575,1.1708498889359842,4.36541,7.77033,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,1,0,0,0,0.8571428571428571,-0.12131999999999987,-0.8108500000000003,-1.216217499999999,True,False,False,False,False,False,False,False
2024-02-05,2024,6,4.0475,California,2,1,36,1,1,4.24409,4.36541,5.48384,4.3047499999999985,0.08578619469343819,4.24409,4.36541,4.78707,0.5859087545002375,4.24409,5.48384,5.938676249999999,1.3495808988289313,4.24409,7.77033,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1,0,0,0,0.8571428571428571,-0.1965899999999996,-0.31790999999999947,-0.7395699999999996,True,False,False,False,False,False,False,False
2024-02-12,2024,7,4.27979,California,2,1,43,1,1,4.0475,4.24409,5.05494,4.145795,0.13901012211338992,4.0475,4.24409,4.427985,0.43801613703152364,4.0475,5.05494,5.65283625,1.4888172162102054,4.0475,7.77033,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1,0,0,0,0.8571428571428571,0.23228999999999989,0.03570000000000029,-0.1481949999999994,True,False,False,False,False,False,False,False
2024-02-19,2024,8,4.46261,California,2,1,50,1,1,4.27979,4.0475,4.36541,4.163644999999999,0.1642538342017614,4.0475,4.27979,4.2341975000000005,0.13447331119972392,4.0475,4.36541,5.2728675,1.3871029176746064,4.0475,7.77033,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,1,0,0,0,0.8571428571428571,0.18281999999999954,0.4151099999999994,0.22841249999999924,True,False,False,False,False,False,False,False
2024-02-26,2024,9,4.11688,California,2,1,57,1,1,4.46261,4.27979,4.24409,4.371199999999999,0.12927326173645054,4.27979,4.46261,4.2584975,0.17013994658814796,4.0475,4.46261,4.8594025,0.9651020195628349,4.0475,6.93704,0.8660254037844386,0.5000000000000001,0.8854560256532098,0.4647231720437686,1,0,0,0,0.8571428571428571,-0.34572999999999965,-0.1629100000000001,-0.14161749999999973,True,False,False,False,False,False,False,False
2024-03-04,2024,10,3.97257,California,3,1,64,0,1,4.11688,4.46261,4.0475,4.289744999999999,0.24446802745958465,4.11688,4.46261,4.226695,0.18497310480180007,4.0475,4.46261,4.506882500000001,0.5015052535759348,4.0475,5.48384,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,1,0,0,0.8571428571428571,-0.14430999999999994,-0.4900399999999996,-0.25412500000000016,True,False,False,False,False,False,False,False
2024-03-11,2024,11,3.9524,California,3,1,71,0,1,3.97257,4.11688,4.27979,4.044725,0.10204257959292552,3.97257,4.11688,4.207962500000001,0.21111623171060145,3.97257,4.46261,4.31797375,0.339349040661958,3.97257,5.05494,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,1,0,0,0.8571428571428571,-0.020170000000000243,-0.16448000000000018,-0.2555625000000008,True,False,False,False,False,False,False,False
2024-03-18,2024,12,3.90304,California,3,1,78,0,1,3.9524,3.97257,4.46261,3.962484999999999,0.014262343775755217,3.9524,3.97257,4.1261149999999995,0.2359852668424114,3.9524,4.46261,4.18015625,0.18696065529079298,3.9524,4.46261,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,1,0,0,0.8571428571428571,-0.04936000000000007,-0.06953000000000031,-0.2230749999999997,True,False,False,False,False,False,False,False
2024-03-25,2024,13,3.75537,California,3,1,85,0,1,3.90304,3.9524,4.11688,3.927719999999999,0.034902790719045854,3.90304,3.9524,3.9862225000000002,0.0918714008366246,3.90304,4.11688,4.1223600000000005,0.1928845762921589,3.90304,4.46261,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,0,1,0,0,0.8571428571428571,-0.14766999999999975,-0.19702999999999982,-0.23085250000000013,True,False,False,False,False,False,False,False
2024-04-01,2024,14,3.76951,California,4,2,92,0,1,3.75537,3.90304,3.97257,3.829204999999999,0.10441845837770541,3.75537,3.90304,3.8958449999999996,0.0980989080809946,3.75537,3.97257,4.06127,0.2237469172333012,3.75537,4.46261,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,0,1,0,0,0.8571428571428571,0.01413999999999982,-0.13352999999999993,-0.12633499999999964,True,False,False,False,False,False,False,False
2024-04-08,2024,15,3.61006,California,4,2,99,0,1,3.76951,3.75537,3.9524,3.762439999999999,0.009998489884779407,3.75537,3.76951,3.84508,0.09769962981855787,3.75537,3.9524,4.02652125,0.24660936735983902,3.75537,4.46261,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,0,1,0,0,0.8571428571428571,-0.1594500000000001,-0.14531000000000027,-0.23502,True,False,False,False,False,False,False,False
2024-04-15,2024,16,3.268,California,4,2,106,0,1,3.61006,3.76951,3.90304,3.6897849999999988,0.11274817626008624,3.61006,3.76951,3.7594950000000003,0.11979607965211664,3.61006,3.90304,3.942805,0.2615724126453707,3.61006,4.46261,0.8660254037844387,-0.49999999999999983,0.9350162426854148,-0.35460488704253545,0,1,0,0,0.8571428571428571,-0.34206000000000003,-0.5015100000000001,-0.49149500000000046,True,False,False,False,False,False,False,False
2024-04-22,2024,17,3.39008,California,4,2,113,0,1,3.268,3.61006,3.75537,3.439029999999999,0.24187294557261574,3.268,3.61006,3.600735,0.23323558883672896,3.268,3.76951,3.79347875,0.263416782166139,3.268,4.11688,0.8660254037844387,-0.49999999999999983,0.8854560256532099,-0.4647231720437685,0,1,0,0,0.8571428571428571,0.12208000000000041,-0.21997999999999962,-0.2106549999999996,True,False,False,False,False,False,False,False
2024-04-29,2024,18,3.2853,California,4,2,120,0,1,3.39008,3.268,3.76951,3.329039999999999,0.08632359584709617,3.268,3.39008,3.5094125,0.22383094027639544,3.268,3.76951,3.70262875,0.2612692127965608,3.268,3.97257,0.8660254037844387,-0.49999999999999983,0.8229838658936565,-0.5680647467311557,0,1,0,0,0.8571428571428571,-0.10478000000000032,0.017300000000000093,-0.22411249999999994,True,False,False,False,False,False,False,False
2024-05-06,2024,19,3.27604,California,5,2,127,0,0,3.2853,3.39008,3.61006,3.3376899999999994,0.07409064853254334,3.2853,3.39008,3.38836,0.15733376581866187,3.268,3.61006,3.61672,0.27257599501262086,3.268,3.9524,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.6631226582407951,0,1,0,0,0.8571428571428571,-0.009259999999999824,-0.11404000000000014,-0.11231999999999998,True,False,False,False,False,False,False,False
2024-05-13,2024,20,3.31514,California,5,2,134,0,0,3.27604,3.2853,3.268,3.280669999999999,0.006547808791685778,3.27604,3.2853,3.304855,0.05725467637391085,3.268,3.39008,3.5321749999999996,0.258092634311194,3.268,3.90304,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0,1,0,0,0.8571428571428571,0.03909999999999991,0.02984000000000009,0.0102850000000001,True,False,False,False,False,False,False,False
2024-05-20,2024,21,3.2727,California,5,2,141,0,0,3.31514,3.27604,3.39008,3.295589999999999,0.02764787514389792,3.27604,3.31514,3.31664,0.05172439527612968,3.27604,3.39008,3.4586875000000004,0.21799170919681513,3.268,3.76951,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0,1,0,0,0.8571428571428571,-0.04244000000000003,-0.0033400000000001207,-0.04394000000000009,True,False,False,False,False,False,False,False
2024-05-27,2024,22,3.41577,California,5,2,148,0,0,3.2727,3.31514,3.2853,3.293919999999999,0.030009611793099782,3.2727,3.31514,3.287295,0.019313320964587908,3.2727,3.31514,3.39835375,0.18901710058213592,3.268,3.76951,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0,1,0,0,0.8571428571428571,0.14307000000000025,0.10063000000000022,0.12847500000000034,True,False,False,False,False,False,False,False
2024-06-03,2024,23,2.98646,California,6,2,155,0,0,3.41577,3.2727,3.27604,3.3442349999999994,0.10116576718422549,3.2727,3.41577,3.3199125,0.0667464193173036,3.2727,3.41577,3.35413625,0.11771461590725044,3.268,3.61006,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0,0,1,0,0.8571428571428571,-0.4293100000000001,-0.28623999999999983,-0.33345249999999993,True,False,False,False,False,False,False,False
2024-06-10,2024,24,2.79366,California,6,2,162,0,0,2.98646,3.41577,3.31514,3.2011149999999993,0.3035680122311508,2.98646,3.41577,3.2475175,0.184089546032217,2.98646,3.41577,3.2761862500000003,0.12987705977321076,2.98646,3.41577,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,1,0,0.8571428571428571,-0.19280000000000008,-0.6221100000000002,-0.4538574999999998,True,False,False,False,False,False,False,False
2024-06-17,2024,25,2.66718,California,6,2,169,0,0,2.79366,2.98646,3.2727,2.890059999999999,0.13633018741265795,2.79366,2.98646,3.1171475,0.27993770918726546,2.79366,3.41577,3.21689375,0.2147144673372185,2.79366,3.41577,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,0,1,0,0.8571428571428571,-0.12647999999999993,-0.31928,-0.4499675000000001,True,False,False,False,False,False,False,False
2024-06-24,2024,26,2.4866,California,6,2,176,0,0,2.66718,2.79366,3.41577,2.730419999999999,0.08943486568430437,2.66718,2.79366,2.9657675,0.32746802198842795,2.66718,3.41577,3.12653125,0.2750544870403829,2.66718,3.41577,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,1,0,0.8571428571428571,-0.18057999999999996,-0.3070599999999999,-0.47916749999999997,True,False,False,False,False,False,False,False
2024-07-01,2024,27,2.42956,California,7,3,183,0,0,2.4866,2.66718,2.98646,2.5768899999999992,0.12768934254654438,2.4866,2.66718,2.7334750000000003,0.21052785809328406,2.4866,2.98646,3.02669375,0.3452016125991418,2.4866,3.41577,-0.4999999999999998,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0,0,1,0,0.8571428571428571,-0.0570400000000002,-0.23762000000000016,-0.3039150000000004,True,False,False,False,False,False,False,False
2024-07-08,2024,28,2.1757,California,7,3,190,0,0,2.42956,2.4866,2.79366,2.458079999999999,0.04033337079848579,2.42956,2.4866,2.59425,0.16712714880197857,2.42956,2.79366,2.9208837500000002,0.38526024369199996,2.42956,3.41577,-0.4999999999999998,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0,0,1,0,0.8571428571428571,-0.25386,-0.3109000000000002,-0.4185500000000002,True,False,False,False,False,False,False,False
2024-07-15,2024,29,2.07936,California,7,3,197,0,0,2.1757,2.42956,2.66718,2.302629999999999,0.17950612747192626,2.1757,2.42956,2.43976,0.20309732117061025,2.1757,2.66718,2.7784537499999997,0.42704107848364675,2.1757,3.41577,-0.4999999999999998,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0,0,1,0,0.8571428571428571,-0.09634000000000009,-0.35020000000000007,-0.3604000000000003,True,False,False,False,False,False,False,False
2024-07-22,2024,30,2.03622,California,7,3,204,0,0,2.07936,2.1757,2.4866,2.1275299999999993,0.06812266729926741,2.07936,2.1757,2.292805,0.19624031279703297,2.07936,2.4866,2.62928625,0.4380139838255871,2.07936,3.41577,-0.4999999999999998,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,0,0,1,0,0.8571428571428571,-0.043139999999999734,-0.13947999999999983,-0.25658499999999984,True,False,False,False,False,False,False,False
2024-07-29,2024,31,1.99739,California,7,3,211,0,0,2.03622,2.07936,2.42956,2.057789999999999,0.030504586539836058,2.03622,2.07936,2.1802099999999998,0.17616242997115875,2.03622,2.42956,2.4568425,0.3460532293386234,2.03622,2.98646,-0.4999999999999998,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,0,0,1,0,0.8571428571428571,-0.03883000000000014,-0.08196999999999988,-0.18281999999999976,True,False,False,False,False,False,False,False
2024-08-05,2024,32,1.95488,California,8,3,218,0,0,1.99739,2.03622,2.1757,2.0168049999999993,0.027456956312857727,1.99739,2.03622,2.0721675,0.07671290172895431,1.99739,2.1757,2.33320875,0.3039241759497935,1.99739,2.79366,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0,0,1,0,0.8571428571428571,-0.04251000000000005,-0.08134000000000019,-0.11728749999999999,True,False,False,False,False,False,False,False
2024-08-12,2024,33,1.88102,California,8,3,225,0,0,1.95488,1.99739,2.07936,1.976134999999999,0.030059109267674255,1.95488,1.99739,2.0169625,0.05323413339524375,1.95488,2.07936,2.22836125,0.2645110412190024,1.95488,2.66718,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,0,0,1,0,0.8571428571428571,-0.07386000000000004,-0.11637000000000008,-0.13594250000000008,True,False,False,False,False,False,False,False
2024-08-19,2024,34,2.0203,California,8,3,232,0,0,1.88102,1.95488,2.03622,1.917949999999999,0.05222690685811032,1.88102,1.95488,1.9673775,0.06646764946204323,1.88102,2.03622,2.13009125,0.22058064346088416,1.88102,2.4866,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,0,0,1,0,0.8571428571428571,0.1392800000000003,0.06542000000000026,0.052922500000000205,True,False,False,False,False,False,False,False
2024-08-26,2024,35,2.15991,California,8,3,239,0,0,2.0203,1.88102,1.99739,1.9506599999999992,0.09848583248348915,1.88102,2.0203,1.9633975000000001,0.06124264547689816,1.88102,2.0203,2.07180375,0.1683393300905402,1.88102,2.42956,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,0,0,1,0,0.8571428571428571,0.1396099999999998,0.2788900000000001,0.19651249999999987,True,False,False,False,False,False,False,False
2024-09-02,2024,36,2.30042,California,9,3,246,0,0,2.15991,2.0203,1.95488,2.0901049999999994,0.09871917772128311,2.0203,2.15991,2.0040275,0.11847710028387709,1.88102,2.15991,2.0380975,0.09931997134070013,1.88102,2.1757,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,0,0,0,1,0.8571428571428571,0.1405099999999999,0.2801199999999997,0.29639250000000006,True,False,False,False,False,False,False,False
2024-09-09,2024,37,2.18254,California,9,3,253,0,0,2.30042,2.15991,1.88102,2.230164999999999,0.09935557382435391,2.15991,2.30042,2.0904125000000002,0.18045685936443695,1.88102,2.30042,2.0536875,0.129275706562051,1.88102,2.30042,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,0,0,0,1,0.8571428571428571,-0.11787999999999998,0.022629999999999928,0.0921274999999997,True,False,False,False,False,False,False,False
2024-09-16,2024,38,2.1078,California,9,3,260,0,0,2.18254,2.30042,2.0203,2.2414799999999993,0.08335374736607012,2.18254,2.30042,2.1657925000000002,0.1149024424965652,2.0203,2.30042,2.066585,0.13711235413746473,1.88102,2.30042,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,0,0,0,1,0.8571428571428571,-0.0747399999999998,-0.1926199999999998,-0.05799250000000011,True,False,False,False,False,False,False,False
2024-09-23,2024,39,2.20044,California,9,3,267,0,0,2.1078,2.18254,2.15991,2.1451699999999994,0.05284916082556443,2.1078,2.18254,2.1876675,0.08142217935965963,2.1078,2.30042,2.0755325,0.13718327915072642,1.88102,2.30042,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0.8571428571428571,0.09263999999999983,0.017900000000000027,0.012772500000000075,True,False,False,False,False,False,False,False
2024-09-30,2024,40,2.14117,California,9,3,274,0,0,2.20044,2.1078,2.30042,2.154119999999999,0.06550637220886528,2.1078,2.20044,2.1978,0.07931099461409258,2.1078,2.30042,2.10091375,0.13942572778944928,1.88102,2.30042,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,0,0,0,1,0.8571428571428571,-0.059270000000000156,0.03336999999999968,-0.05663000000000018,True,False,False,False,False,False,False,False
2024-10-07,2024,41,2.18838,California,10,4,281,0,1,2.14117,2.20044,2.18254,2.1708049999999988,0.0419102189205266,2.14117,2.20044,2.1579875,0.04165994669155447,2.1078,2.20044,2.1242,0.12650999339398533,1.88102,2.30042,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0,0,0,1,0.8571428571428571,0.047210000000000196,-0.01205999999999996,0.030392500000000044,True,False,False,False,False,False,False,False
2024-10-14,2024,42,2.26182,California,10,4,288,0,1,2.18838,2.14117,2.1078,2.164774999999999,0.0333825111393144,2.14117,2.18838,2.1594474999999997,0.042891358395483706,2.1078,2.20044,2.16262,0.08036278260828379,2.0203,2.30042,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,0,0,0,1,0.8571428571428571,0.07344000000000017,0.12065000000000037,0.10237250000000042,True,False,False,False,False,False,False,False
2024-10-21,2024,43,2.49743,California,10,4,295,0,1,2.26182,2.18838,2.20044,2.2250999999999994,0.051929922010018593,2.18838,2.26182,2.1979525,0.04966934089566696,2.14117,2.26182,2.1928099999999997,0.06267992000157234,2.1078,2.30042,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,0,0,0,1,0.8571428571428571,0.23560999999999988,0.30905000000000005,0.29947750000000006,True,False,False,False,False,False,False,False
2024-10-28,2024,44,2.682,California,10,4,302,0,1,2.49743,2.26182,2.14117,2.379624999999999,0.16660142871526337,2.26182,2.49743,2.2721999999999998,0.15814650444027176,2.14117,2.49743,2.235,0.12245837321883564,2.1078,2.49743,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,0,0,0,1,0.8571428571428571,0.1845699999999999,0.4201799999999998,0.40980000000000016,True,False,False,False,False,False,False,False
2024-11-04,2024,45,3.07401,California,11,4,309,0,1,2.682,2.49743,2.18838,2.589714999999999,0.13051069860347694,2.49743,2.682,2.4074075,0.2255909701761367,2.18838,2.682,2.2826975000000003,0.20082016964361302,2.1078,2.682,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407953,0,0,0,1,0.8571428571428571,0.39200999999999997,0.5765799999999999,0.6666024999999998,True,False,False,False,False,False,False,False
2024-11-11,2024,46,3.34095,California,11,4,316,0,1,3.07401,2.682,2.26182,2.878004999999999,0.2771929292928819,2.682,3.07401,2.628815,0.3430134013417134,2.26182,3.07401,2.39413125,0.3378726062728649,2.1078,3.07401,-0.5000000000000004,0.8660254037844384,-0.6631226582407956,0.7485107481711007,0,0,0,1,0.8571428571428571,0.26693999999999996,0.6589499999999999,0.712135,True,False,False,False,False,False,False,False
2024-11-18,2024,47,3.71437,California,11,4,323,0,1,3.34095,3.07401,2.49743,3.207479999999999,0.188755084169857,3.07401,3.34095,2.8985975,0.38048001238568685,2.49743,3.34095,2.548275,0.45095186341145294,2.14117,3.34095,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,0,0,0,1,0.8571428571428571,0.3734200000000003,0.6403600000000003,0.8157725,True,False,False,False,False,False,False,False
2024-11-25,2024,48,4.43184,California,11,4,330,0,1,3.71437,3.34095,2.682,3.527659999999999,0.2640478142306258,3.34095,3.71437,3.2028325,0.4353576258950954,2.682,3.71437,2.73751625,0.5825796619944945,2.14117,3.71437,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,0,0,0,1,0.8571428571428571,0.71747,1.0908900000000004,1.2290075000000003,True,False,False,False,False,False,False,False
