date,year,week,ili_rate,region_name,month,quarter,day_of_year,is_winter,is_flu_season
2018-10-01,2018,40,1.48324,California,10,4,274,0,1
2018-10-08,2018,41,1.27218,California,10,4,281,0,1
2018-10-15,2018,42,1.42798,California,10,4,288,0,1
2018-10-22,2018,43,1.62584,California,10,4,295,0,1
2018-10-29,2018,44,1.76401,California,10,4,302,0,1
2018-11-05,2018,45,1.86635,California,11,4,309,0,1
2018-11-12,2018,46,2.07476,California,11,4,316,0,1
2018-11-19,2018,47,2.07785,California,11,4,323,0,1
2018-11-26,2018,48,2.35193,California,11,4,330,0,1
2018-12-03,2018,49,2.55125,California,12,4,337,1,1
2018-12-10,2018,50,2.90103,California,12,4,344,1,1
2018-12-17,2018,51,3.15841,California,12,4,351,1,1
2018-12-24,2018,52,3.35655,California,12,4,358,1,1
2019-01-07,2019,1,3.3413,California,1,1,7,1,1
2019-01-14,2019,2,3.14047,California,1,1,14,1,1
2019-01-21,2019,3,2.87537,California,1,1,21,1,1
2019-01-28,2019,4,2.74367,California,1,1,28,1,1
2019-02-04,2019,5,3.25349,California,2,1,35,1,1
2019-02-11,2019,6,3.26858,California,2,1,42,1,1
2019-02-18,2019,7,3.77301,California,2,1,49,1,1
2019-02-25,2019,8,3.40884,California,2,1,56,1,1
2019-03-04,2019,9,3.59746,California,3,1,63,0,1
2019-03-11,2019,10,3.52475,California,3,1,70,0,1
2019-03-18,2019,11,3.36917,California,3,1,77,0,1
2019-03-25,2019,12,3.48291,California,3,1,84,0,1
2019-04-01,2019,13,2.96381,California,4,2,91,0,1
2019-04-08,2019,14,2.9268,California,4,2,98,0,1
2019-04-15,2019,15,2.40137,California,4,2,105,0,1
2019-04-22,2019,16,2.27985,California,4,2,112,0,1
2019-04-29,2019,17,2.02365,California,4,2,119,0,1
2019-05-06,2019,18,1.62147,California,5,2,126,0,0
2019-05-13,2019,19,1.8175,California,5,2,133,0,0
2019-05-20,2019,20,1.63414,California,5,2,140,0,0
2019-05-27,2019,21,1.54355,California,5,2,147,0,0
2019-06-03,2019,22,1.68956,California,6,2,154,0,0
2019-06-10,2019,23,1.53268,California,6,2,161,0,0
2019-06-17,2019,24,1.44924,California,6,2,168,0,0
2019-06-24,2019,25,1.24964,California,6,2,175,0,0
2019-07-01,2019,26,1.22439,California,7,3,182,0,0
2019-07-08,2019,27,1.00449,California,7,3,189,0,0
2019-07-15,2019,28,0.899837,California,7,3,196,0,0
2019-07-22,2019,29,0.911741,California,7,3,203,0,0
2019-07-29,2019,30,0.898999,California,7,3,210,0,0
2019-08-05,2019,31,0.834614,California,8,3,217,0,0
2019-08-12,2019,32,0.99623,California,8,3,224,0,0
2019-08-19,2019,33,0.816787,California,8,3,231,0,0
2019-08-26,2019,34,0.785307,California,8,3,238,0,0
2019-09-02,2019,35,1.00916,California,9,3,245,0,0
2019-09-09,2019,36,1.01946,California,9,3,252,0,0
2019-09-16,2019,37,1.11862,California,9,3,259,0,0
2019-09-23,2019,38,1.14106,California,9,3,266,0,0
2019-09-30,2019,39,1.13509,California,9,3,273,0,0
2019-10-07,2019,40,1.36062,California,10,4,280,0,1
2019-10-14,2019,41,1.51557,California,10,4,287,0,1
2019-10-21,2019,42,1.63204,California,10,4,294,0,1
2019-10-28,2019,43,1.73687,California,10,4,301,0,1
2019-11-04,2019,44,1.86748,California,11,4,308,0,1
2019-11-11,2019,45,2.19393,California,11,4,315,0,1
2019-11-18,2019,46,2.44212,California,11,4,322,0,1
2019-11-25,2019,47,2.39551,California,11,4,329,0,1
2019-12-02,2019,48,2.74306,California,12,4,336,1,1
2019-12-09,2019,49,2.75482,California,12,4,343,1,1
2019-12-16,2019,50,2.76788,California,12,4,350,1,1
2019-12-23,2019,51,3.2334,California,12,4,357,1,1
2019-12-30,2019,52,4.69895,California,12,4,364,1,1
2020-01-06,2020,1,4.86718,California,1,1,6,1,1
2020-01-13,2020,2,4.15263,California,1,1,13,1,1
2020-01-20,2020,3,4.3026,California,1,1,20,1,1
2020-01-27,2020,4,4.80273,California,1,1,27,1,1
2020-02-03,2020,5,4.98209,California,2,1,34,1,1
2020-02-10,2020,6,5.05518,California,2,1,41,1,1
2020-02-17,2020,7,4.80201,California,2,1,48,1,1
2020-02-24,2020,8,4.5141,California,2,1,55,1,1
2020-03-02,2020,9,4.22932,California,3,1,62,0,1
2020-03-09,2020,10,3.99147,California,3,1,69,0,1
2020-03-16,2020,11,4.27011,California,3,1,76,0,1
2020-03-23,2020,12,4.92236,California,3,1,83,0,1
2020-03-30,2020,13,3.62004,California,3,1,90,0,1
2020-04-06,2020,14,2.59626,California,4,2,97,0,1
2020-04-13,2020,15,2.07578,California,4,2,104,0,1
2020-04-20,2020,16,1.55867,California,4,2,111,0,1
2020-04-27,2020,17,1.28651,California,4,2,118,0,1
2020-05-04,2020,18,1.25852,California,5,2,125,0,0
2020-05-11,2020,19,1.11124,California,5,2,132,0,0
2020-05-18,2020,20,1.13358,California,5,2,139,0,0
2020-05-25,2020,21,1.06059,California,5,2,146,0,0
2020-06-01,2020,22,1.03612,California,6,2,153,0,0
2020-06-08,2020,23,0.841184,California,6,2,160,0,0
2020-06-15,2020,24,0.86893,California,6,2,167,0,0
2020-06-22,2020,25,0.990463,California,6,2,174,0,0
2020-06-29,2020,26,1.32841,California,6,2,181,0,0
2020-07-06,2020,27,1.53377,California,7,3,188,0,0
2020-07-13,2020,28,1.62184,California,7,3,195,0,0
2020-07-20,2020,29,1.55256,California,7,3,202,0,0
2020-07-27,2020,30,1.38562,California,7,3,209,0,0
2020-08-03,2020,31,1.41639,California,8,3,216,0,0
2020-08-10,2020,32,1.18256,California,8,3,223,0,0
2020-08-17,2020,33,1.00019,California,8,3,230,0,0
2020-08-24,2020,34,0.798982,California,8,3,237,0,0
2020-08-31,2020,35,0.810917,California,8,3,244,0,0
2020-09-07,2020,36,0.799791,California,9,3,251,0,0
2020-09-14,2020,37,0.846416,California,9,3,258,0,0
2020-09-21,2020,38,0.784046,California,9,3,265,0,0
2020-09-28,2020,39,0.896579,California,9,3,272,0,0
2020-10-05,2020,40,0.849375,California,10,4,279,0,1
2020-10-12,2020,41,1.04313,California,10,4,286,0,1
2020-10-19,2020,42,0.992639,California,10,4,293,0,1
2020-10-26,2020,43,0.995457,California,10,4,300,0,1
2020-11-02,2020,44,1.15562,California,11,4,307,0,1
2020-11-09,2020,45,1.2992,California,11,4,314,0,1
2020-11-16,2020,46,1.42337,California,11,4,321,0,1
2020-11-23,2020,47,1.577,California,11,4,328,0,1
2020-11-30,2020,48,1.95649,California,11,4,335,0,1
2020-12-07,2020,49,1.74149,California,12,4,342,1,1
2020-12-14,2020,50,1.96875,California,12,4,349,1,1
2020-12-21,2020,51,1.99653,California,12,4,356,1,1
2020-12-28,2020,52,2.18971,California,12,4,363,1,1
2021-01-04,2020,53,2.04121,California,1,1,4,1,1
2021-01-04,2021,1,1.83407,California,1,1,4,1,1
2021-01-11,2021,2,1.5608,California,1,1,11,1,1
2021-01-18,2021,3,1.27109,California,1,1,18,1,1
2021-01-25,2021,4,1.13856,California,1,1,25,1,1
2021-02-01,2021,5,1.05363,California,2,1,32,1,1
2021-02-08,2021,6,0.896876,California,2,1,39,1,1
2021-02-15,2021,7,0.80568,California,2,1,46,1,1
2021-02-22,2021,8,0.843978,California,2,1,53,1,1
2021-03-01,2021,9,0.820181,California,3,1,60,0,1
2021-03-08,2021,10,0.75457,California,3,1,67,0,1
2021-03-15,2021,11,0.739377,California,3,1,74,0,1
2021-03-22,2021,12,0.810404,California,3,1,81,0,1
2021-03-29,2021,13,0.780964,California,3,1,88,0,1
2021-04-05,2021,14,0.78613,California,4,2,95,0,1
2021-04-12,2021,15,0.898389,California,4,2,102,0,1
2021-04-19,2021,16,0.840497,California,4,2,109,0,1
2021-04-26,2021,17,0.933159,California,4,2,116,0,1
2021-05-03,2021,18,0.999044,California,5,2,123,0,0
2021-05-10,2021,19,1.10909,California,5,2,130,0,0
2021-05-17,2021,20,1.10484,California,5,2,137,0,0
2021-05-24,2021,21,1.143,California,5,2,144,0,0
2021-05-31,2021,22,1.04082,California,5,2,151,0,0
2021-06-07,2021,23,1.10162,California,6,2,158,0,0
2021-06-14,2021,24,1.07722,California,6,2,165,0,0
2021-06-21,2021,25,1.1542,California,6,2,172,0,0
2021-06-28,2021,26,1.26081,California,6,2,179,0,0
2021-07-05,2021,27,1.30785,California,7,3,186,0,0
2021-07-12,2021,28,1.62858,California,7,3,193,0,0
2021-07-19,2021,29,1.67886,California,7,3,200,0,0
2021-07-26,2021,30,1.87683,California,7,3,207,0,0
2021-08-02,2021,31,2.09526,California,8,3,214,0,0
2021-08-09,2021,32,2.13527,California,8,3,221,0,0
2021-08-16,2021,33,2.35846,California,8,3,228,0,0
2021-08-23,2021,34,2.3347,California,8,3,235,0,0
2021-08-30,2021,35,2.72293,California,8,3,242,0,0
2021-09-06,2021,36,2.38747,California,9,3,249,0,0
2021-09-13,2021,37,2.02745,California,9,3,256,0,0
2021-09-20,2021,38,1.89354,California,9,3,263,0,0
2021-09-27,2021,39,1.63206,California,9,3,270,0,0
2021-10-04,2021,40,1.65106,California,10,4,277,0,1
2021-10-11,2021,41,1.59992,California,10,4,284,0,1
2021-10-18,2021,42,1.70283,California,10,4,291,0,1
2021-10-25,2021,43,1.70732,California,10,4,298,0,1
2021-11-01,2021,44,1.67203,California,11,4,305,0,1
2021-11-08,2021,45,1.8398,California,11,4,312,0,1
2021-11-15,2021,46,1.72431,California,11,4,319,0,1
2021-11-22,2021,47,2.00482,California,11,4,326,0,1
2021-11-29,2021,48,1.90704,California,11,4,333,0,1
2021-12-06,2021,49,1.98793,California,12,4,340,1,1
2021-12-13,2021,50,2.07135,California,12,4,347,1,1
2021-12-20,2021,51,3.02313,California,12,4,354,1,1
2021-12-27,2021,52,4.33867,California,12,4,361,1,1
2022-01-03,2022,1,4.28269,California,1,1,3,1,1
2022-01-10,2022,2,3.40318,California,1,1,10,1,1
2022-01-17,2022,3,2.30607,California,1,1,17,1,1
2022-01-24,2022,4,1.71391,California,1,1,24,1,1
2022-01-31,2022,5,1.37029,California,1,1,31,1,1
2022-02-07,2022,6,1.13434,California,2,1,38,1,1
2022-02-14,2022,7,0.995538,California,2,1,45,1,1
2022-02-21,2022,8,0.9576,California,2,1,52,1,1
2022-02-28,2022,9,1.07287,California,2,1,59,1,1
2022-03-07,2022,10,1.09241,California,3,1,66,0,1
2022-03-14,2022,11,1.14065,California,3,1,73,0,1
2022-03-21,2022,12,1.28732,California,3,1,80,0,1
2022-03-28,2022,13,1.28779,California,3,1,87,0,1
2022-04-04,2022,14,1.33353,California,4,2,94,0,1
2022-04-11,2022,15,1.42706,California,4,2,101,0,1
2022-04-18,2022,16,1.59983,California,4,2,108,0,1
2022-04-25,2022,17,1.74749,California,4,2,115,0,1
2022-05-02,2022,18,1.98102,California,5,2,122,0,0
2022-05-09,2022,19,2.1401,California,5,2,129,0,0
2022-05-16,2022,20,2.41753,California,5,2,136,0,0
2022-05-23,2022,21,2.41103,California,5,2,143,0,0
2022-05-30,2022,22,2.57686,California,5,2,150,0,0
2022-06-06,2022,23,2.29064,California,6,2,157,0,0
2022-06-13,2022,24,2.12019,California,6,2,164,0,0
2022-06-20,2022,25,2.02374,California,6,2,171,0,0
2022-06-27,2022,26,1.86714,California,6,2,178,0,0
2022-07-04,2022,27,1.90386,California,7,3,185,0,0
2022-07-11,2022,28,1.79231,California,7,3,192,0,0
2022-07-18,2022,29,1.6696,California,7,3,199,0,0
2022-07-25,2022,30,1.59307,California,7,3,206,0,0
2022-08-01,2022,31,1.40839,California,8,3,213,0,0
2022-08-08,2022,32,1.33549,California,8,3,220,0,0
2022-08-15,2022,33,1.37727,California,8,3,227,0,0
2022-08-22,2022,34,1.62306,California,8,3,234,0,0
2022-08-29,2022,35,1.83675,California,8,3,241,0,0
2022-09-05,2022,36,1.79679,California,9,3,248,0,0
2022-09-12,2022,37,1.73253,California,9,3,255,0,0
2022-09-19,2022,38,1.88569,California,9,3,262,0,0
2022-09-26,2022,39,1.97883,California,9,3,269,0,0
2022-10-03,2022,40,2.44759,California,10,4,276,0,1
2022-10-10,2022,41,2.69767,California,10,4,283,0,1
2022-10-17,2022,42,3.02693,California,10,4,290,0,1
2022-10-24,2022,43,3.73647,California,10,4,297,0,1
2022-10-31,2022,44,4.50526,California,10,4,304,0,1
2022-11-07,2022,45,5.45335,California,11,4,311,0,1
2022-11-14,2022,46,6.47208,California,11,4,318,0,1
2022-11-21,2022,47,8.85566,California,11,4,325,0,1
2022-11-28,2022,48,8.20078,California,11,4,332,0,1
2022-12-05,2022,49,7.18702,California,12,4,339,1,1
2022-12-12,2022,50,6.43924,California,12,4,346,1,1
2022-12-19,2022,51,6.48097,California,12,4,353,1,1
2022-12-26,2022,52,6.47401,California,12,4,360,1,1
2023-01-02,2023,1,5.36975,California,1,1,2,1,1
2023-01-09,2023,2,3.86336,California,1,1,9,1,1
2023-01-16,2023,3,3.29358,California,1,1,16,1,1
2023-01-23,2023,4,3.20698,California,1,1,23,1,1
2023-01-30,2023,5,3.42504,California,1,1,30,1,1
2023-02-06,2023,6,3.55255,California,2,1,37,1,1
2023-02-13,2023,7,3.62101,California,2,1,44,1,1
2023-02-20,2023,8,3.88868,California,2,1,51,1,1
2023-02-27,2023,9,3.53505,California,2,1,58,1,1
2023-03-06,2023,10,3.42857,California,3,1,65,0,1
2023-03-13,2023,11,3.29907,California,3,1,72,0,1
2023-03-20,2023,12,3.28989,California,3,1,79,0,1
2023-03-27,2023,13,3.35144,California,3,1,86,0,1
2023-04-03,2023,14,3.18623,California,4,2,93,0,1
2023-04-10,2023,15,3.02217,California,4,2,100,0,1
2023-04-17,2023,16,2.86897,California,4,2,107,0,1
2023-04-24,2023,17,2.66504,California,4,2,114,0,1
2023-05-01,2023,18,2.8112,California,5,2,121,0,0
2023-05-08,2023,19,2.87044,California,5,2,128,0,0
2023-05-15,2023,20,2.82237,California,5,2,135,0,0
2023-05-22,2023,21,2.89984,California,5,2,142,0,0
2023-05-29,2023,22,3.0799,California,5,2,149,0,0
2023-06-05,2023,23,2.84894,California,6,2,156,0,0
2023-06-12,2023,24,2.68056,California,6,2,163,0,0
2023-06-19,2023,25,2.50331,California,6,2,170,0,0
2023-06-26,2023,26,2.3684,California,6,2,177,0,0
2023-07-03,2023,27,2.3328,California,7,3,184,0,0
2023-07-10,2023,28,1.9623,California,7,3,191,0,0
2023-07-17,2023,29,1.84611,California,7,3,198,0,0
2023-07-24,2023,30,1.79308,California,7,3,205,0,0
2023-07-31,2023,31,1.80349,California,7,3,212,0,0
2023-08-07,2023,32,1.88335,California,8,3,219,0,0
2023-08-14,2023,33,1.91037,California,8,3,226,0,0
2023-08-21,2023,34,2.07233,California,8,3,233,0,0
2023-08-28,2023,35,2.30863,California,8,3,240,0,0
2023-09-04,2023,36,2.48965,California,9,3,247,0,0
2023-09-11,2023,37,2.38665,California,9,3,254,0,0
2023-09-18,2023,38,2.44069,California,9,3,261,0,0
2023-09-25,2023,39,2.48396,California,9,3,268,0,0
2023-10-02,2023,40,2.8034,California,10,4,275,0,1
2023-10-09,2023,41,2.68133,California,10,4,282,0,1
2023-10-16,2023,42,3.2034,California,10,4,289,0,1
2023-10-23,2023,43,3.35172,California,10,4,296,0,1
2023-10-30,2023,44,3.86125,California,10,4,303,0,1
2023-11-06,2023,45,4.23124,California,11,4,310,0,1
2023-11-13,2023,46,4.63309,California,11,4,317,0,1
2023-11-20,2023,47,5.2259,California,11,4,324,0,1
2023-11-27,2023,48,5.54673,California,11,4,331,0,1
2023-12-04,2023,49,5.79754,California,12,4,338,1,1
2023-12-11,2023,50,6.33422,California,12,4,345,1,1
2023-12-18,2023,51,7.31954,California,12,4,352,1,1
2023-12-25,2023,52,7.77033,California,12,4,359,1,1
2024-01-01,2024,1,6.93704,California,1,1,1,1,1
2024-01-08,2024,2,5.48384,California,1,1,8,1,1
2024-01-15,2024,3,5.05494,California,1,1,15,1,1
2024-01-22,2024,4,4.36541,California,1,1,22,1,1
2024-01-29,2024,5,4.24409,California,1,1,29,1,1
2024-02-05,2024,6,4.0475,California,2,1,36,1,1
2024-02-12,2024,7,4.27979,California,2,1,43,1,1
2024-02-19,2024,8,4.46261,California,2,1,50,1,1
2024-02-26,2024,9,4.11688,California,2,1,57,1,1
2024-03-04,2024,10,3.97257,California,3,1,64,0,1
2024-03-11,2024,11,3.9524,California,3,1,71,0,1
2024-03-18,2024,12,3.90304,California,3,1,78,0,1
2024-03-25,2024,13,3.75537,California,3,1,85,0,1
2024-04-01,2024,14,3.76951,California,4,2,92,0,1
2024-04-08,2024,15,3.61006,California,4,2,99,0,1
2024-04-15,2024,16,3.268,California,4,2,106,0,1
2024-04-22,2024,17,3.39008,California,4,2,113,0,1
2024-04-29,2024,18,3.2853,California,4,2,120,0,1
2024-05-06,2024,19,3.27604,California,5,2,127,0,0
2024-05-13,2024,20,3.31514,California,5,2,134,0,0
2024-05-20,2024,21,3.2727,California,5,2,141,0,0
2024-05-27,2024,22,3.41577,California,5,2,148,0,0
2024-06-03,2024,23,2.98646,California,6,2,155,0,0
2024-06-10,2024,24,2.79366,California,6,2,162,0,0
2024-06-17,2024,25,2.66718,California,6,2,169,0,0
2024-06-24,2024,26,2.4866,California,6,2,176,0,0
2024-07-01,2024,27,2.42956,California,7,3,183,0,0
2024-07-08,2024,28,2.1757,California,7,3,190,0,0
2024-07-15,2024,29,2.07936,California,7,3,197,0,0
2024-07-22,2024,30,2.03622,California,7,3,204,0,0
2024-07-29,2024,31,1.99739,California,7,3,211,0,0
2024-08-05,2024,32,1.95488,California,8,3,218,0,0
2024-08-12,2024,33,1.88102,California,8,3,225,0,0
2024-08-19,2024,34,2.0203,California,8,3,232,0,0
2024-08-26,2024,35,2.15991,California,8,3,239,0,0
2024-09-02,2024,36,2.30042,California,9,3,246,0,0
2024-09-09,2024,37,2.18254,California,9,3,253,0,0
2024-09-16,2024,38,2.1078,California,9,3,260,0,0
2024-09-23,2024,39,2.20044,California,9,3,267,0,0
2024-09-30,2024,40,2.14117,California,9,3,274,0,0
2024-10-07,2024,41,2.18838,California,10,4,281,0,1
2024-10-14,2024,42,2.26182,California,10,4,288,0,1
2024-10-21,2024,43,2.49743,California,10,4,295,0,1
2024-10-28,2024,44,2.682,California,10,4,302,0,1
2024-11-04,2024,45,3.07401,California,11,4,309,0,1
2024-11-11,2024,46,3.34095,California,11,4,316,0,1
2024-11-18,2024,47,3.71437,California,11,4,323,0,1
2024-11-25,2024,48,4.43184,California,11,4,330,0,1
2024-12-02,2024,49,4.81174,California,12,4,337,1,1
2024-12-09,2024,50,5.33874,California,12,4,344,1,1
2024-12-16,2024,51,6.75053,California,12,4,351,1,1
2024-12-23,2024,52,9.25079,California,12,4,358,1,1
2025-01-06,2025,1,8.62007,California,1,1,6,1,1
2025-01-13,2025,2,6.88834,California,1,1,13,1,1
2025-01-20,2025,3,6.37873,California,1,1,20,1,1
2025-01-27,2025,4,7.29195,California,1,1,27,1,1
2025-02-03,2025,5,7.28768,California,2,1,34,1,1
2025-02-10,2025,6,7.02461,California,2,1,41,1,1
2025-02-17,2025,7,6.04531,California,2,1,48,1,1
2025-02-24,2025,8,5.7742,California,2,1,55,1,1
2025-03-03,2025,9,4.69029,California,3,1,62,0,1
2025-03-10,2025,10,4.09347,California,3,1,69,0,1
2025-03-17,2025,11,3.96198,California,3,1,76,0,1
2025-03-24,2025,12,3.79822,California,3,1,83,0,1
2025-03-31,2025,13,3.61638,California,3,1,90,0,1
2025-04-07,2025,14,3.34472,California,4,2,97,0,1
2025-04-14,2025,15,3.33697,California,4,2,104,0,1
2025-04-21,2025,16,3.01201,California,4,2,111,0,1
2025-04-28,2025,17,2.9987,California,4,2,118,0,1
2025-05-05,2025,18,2.88069,California,5,2,125,0,0
2025-05-12,2025,19,2.91605,California,5,2,132,0,0
2025-05-19,2025,20,2.82885,California,5,2,139,0,0
2025-05-26,2025,21,2.75537,California,5,2,146,0,0
2025-06-02,2025,22,2.83047,California,6,2,153,0,0
2025-06-09,2025,23,2.54756,California,6,2,160,0,0
2025-06-16,2025,24,2.39866,California,6,2,167,0,0
2025-06-23,2025,25,2.28766,California,6,2,174,0,0
2025-06-30,2025,26,2.0517,California,6,2,181,0,0
2025-07-07,2025,27,1.96327,California,7,3,188,0,0
2025-07-14,2025,28,1.83538,California,7,3,195,0,0
2025-07-21,2025,29,1.79043,California,7,3,202,0,0
2025-07-28,2025,30,1.65535,California,7,3,209,0,0
2025-08-04,2025,31,1.72871,California,8,3,216,0,0
2025-08-11,2025,32,1.8748,California,8,3,223,0,0
2025-08-18,2025,33,1.88229,California,8,3,230,0,0
2025-08-25,2025,34,1.99404,California,8,3,237,0,0
2025-09-01,2025,35,2.21297,California,9,3,244,0,0
2025-09-08,2025,36,2.36067,California,9,3,251,0,0
2025-09-15,2025,37,2.23839,California,9,3,258,0,0
2025-09-22,2025,38,2.14864,California,9,3,265,0,0
2025-09-29,2025,39,2.16471,California,9,3,272,0,0
2018-10-01,2018,40,0.951278,Florida,10,4,274,0,1
2018-10-08,2018,41,0.95269,Florida,10,4,281,0,1
2018-10-15,2018,42,0.889248,Florida,10,4,288,0,1
2018-10-22,2018,43,1.00077,Florida,10,4,295,0,1
2018-10-29,2018,44,1.17722,Florida,10,4,302,0,1
2018-11-05,2018,45,1.25567,Florida,11,4,309,0,1
2018-11-12,2018,46,1.14921,Florida,11,4,316,0,1
2018-11-19,2018,47,1.33852,Florida,11,4,323,0,1
2018-11-26,2018,48,1.06564,Florida,11,4,330,0,1
2018-12-03,2018,49,1.32817,Florida,12,4,337,1,1
2018-12-10,2018,50,1.51868,Florida,12,4,344,1,1
2018-12-17,2018,51,1.78071,Florida,12,4,351,1,1
2018-12-24,2018,52,2.34863,Florida,12,4,358,1,1
2019-01-07,2019,1,1.77142,Florida,1,1,7,1,1
2019-01-14,2019,2,1.55533,Florida,1,1,14,1,1
2019-01-21,2019,3,1.73988,Florida,1,1,21,1,1
2019-01-28,2019,4,2.53238,Florida,1,1,28,1,1
2019-02-04,2019,5,2.4045,Florida,2,1,35,1,1
2019-02-11,2019,6,2.8832,Florida,2,1,42,1,1
2019-02-18,2019,7,2.83772,Florida,2,1,49,1,1
2019-02-25,2019,8,2.67683,Florida,2,1,56,1,1
2019-03-04,2019,9,2.13744,Florida,3,1,63,0,1
2019-03-11,2019,10,2.13698,Florida,3,1,70,0,1
2019-03-18,2019,11,1.87672,Florida,3,1,77,0,1
2019-03-25,2019,12,1.82506,Florida,3,1,84,0,1
2019-04-01,2019,13,1.15738,Florida,4,2,91,0,1
2019-04-08,2019,14,1.38206,Florida,4,2,98,0,1
2019-04-15,2019,15,1.42816,Florida,4,2,105,0,1
2019-04-22,2019,16,1.21707,Florida,4,2,112,0,1
2019-04-29,2019,17,0.91954,Florida,4,2,119,0,1
2019-05-06,2019,18,1.09194,Florida,5,2,126,0,0
2019-05-13,2019,19,1.01572,Florida,5,2,133,0,0
2019-05-20,2019,20,1.05157,Florida,5,2,140,0,0
2019-05-27,2019,21,0.88066,Florida,5,2,147,0,0
2019-06-03,2019,22,1.076,Florida,6,2,154,0,0
2019-06-10,2019,23,0.736503,Florida,6,2,161,0,0
2019-06-17,2019,24,0.547459,Florida,6,2,168,0,0
2019-06-24,2019,25,0.473037,Florida,6,2,175,0,0
2019-07-01,2019,26,0.580431,Florida,7,3,182,0,0
2019-07-08,2019,27,0.49955,Florida,7,3,189,0,0
2019-07-15,2019,28,0.602188,Florida,7,3,196,0,0
2019-07-22,2019,29,0.471219,Florida,7,3,203,0,0
2019-07-29,2019,30,0.528342,Florida,7,3,210,0,0
2019-08-05,2019,31,0.514754,Florida,8,3,217,0,0
2019-08-12,2019,32,0.385917,Florida,8,3,224,0,0
2019-08-19,2019,33,0.458781,Florida,8,3,231,0,0
2019-08-26,2019,34,0.683247,Florida,8,3,238,0,0
2019-09-02,2019,35,0.892133,Florida,9,3,245,0,0
2019-09-09,2019,36,1.24546,Florida,9,3,252,0,0
2019-09-16,2019,37,1.14615,Florida,9,3,259,0,0
2019-09-23,2019,38,0.980008,Florida,9,3,266,0,0
2019-09-30,2019,39,0.849858,Florida,9,3,273,0,0
2019-10-07,2019,40,1.55117,Florida,10,4,280,0,1
2019-10-14,2019,41,1.43089,Florida,10,4,287,0,1
2019-10-21,2019,42,1.64397,Florida,10,4,294,0,1
2019-10-28,2019,43,1.53637,Florida,10,4,301,0,1
2019-11-04,2019,44,2.23926,Florida,11,4,308,0,1
2019-11-11,2019,45,2.90965,Florida,11,4,315,0,1
2019-11-18,2019,46,2.82947,Florida,11,4,322,0,1
2019-11-25,2019,47,2.66306,Florida,11,4,329,0,1
2019-12-02,2019,48,3.85965,Florida,12,4,336,1,1
2019-12-09,2019,49,3.37056,Florida,12,4,343,1,1
2019-12-16,2019,50,4.29656,Florida,12,4,350,1,1
2019-12-23,2019,51,4.61715,Florida,12,4,357,1,1
2019-12-30,2019,52,6.08291,Florida,12,4,364,1,1
2020-01-06,2020,1,4.43126,Florida,1,1,6,1,1
2020-01-13,2020,2,3.49168,Florida,1,1,13,1,1
2020-01-20,2020,3,3.67937,Florida,1,1,20,1,1
2020-01-27,2020,4,6.24413,Florida,1,1,27,1,1
2020-02-03,2020,5,6.35045,Florida,2,1,34,1,1
2020-02-10,2020,6,4.53406,Florida,2,1,41,1,1
2020-02-17,2020,7,4.76903,Florida,2,1,48,1,1
2020-02-24,2020,8,3.59455,Florida,2,1,55,1,1
2020-03-02,2020,9,3.29974,Florida,3,1,62,0,1
2020-03-09,2020,10,4.35634,Florida,3,1,69,0,1
2020-03-16,2020,11,3.57371,Florida,3,1,76,0,1
2020-03-23,2020,12,3.40324,Florida,3,1,83,0,1
2020-03-30,2020,13,2.1374,Florida,3,1,90,0,1
2020-04-06,2020,14,1.86992,Florida,4,2,97,0,1
2020-04-13,2020,15,0.323974,Florida,4,2,104,0,1
2020-04-20,2020,16,0.734523,Florida,4,2,111,0,1
2020-04-27,2020,17,0.108108,Florida,4,2,118,0,1
2020-05-04,2020,18,0.0938086,Florida,5,2,125,0,0
2020-05-11,2020,19,0.0726744,Florida,5,2,132,0,0
2020-05-18,2020,20,0.22338,Florida,5,2,139,0,0
2020-05-25,2020,21,0.989687,Florida,5,2,146,0,0
2020-06-01,2020,22,0.954267,Florida,6,2,153,0,0
2020-06-08,2020,23,0.945588,Florida,6,2,160,0,0
2020-06-15,2020,24,1.16181,Florida,6,2,167,0,0
2020-06-22,2020,25,1.86484,Florida,6,2,174,0,0
2020-06-29,2020,26,2.60669,Florida,6,2,181,0,0
2020-07-06,2020,27,3.04605,Florida,7,3,188,0,0
2020-07-13,2020,28,3.25288,Florida,7,3,195,0,0
2020-07-20,2020,29,2.97065,Florida,7,3,202,0,0
2020-07-27,2020,30,2.20806,Florida,7,3,209,0,0
2020-08-03,2020,31,1.8341,Florida,8,3,216,0,0
2020-08-10,2020,32,1.50598,Florida,8,3,223,0,0
2020-08-17,2020,33,1.36543,Florida,8,3,230,0,0
2020-08-24,2020,34,1.2596,Florida,8,3,237,0,0
2020-08-31,2020,35,1.17044,Florida,8,3,244,0,0
2020-09-07,2020,36,1.14792,Florida,9,3,251,0,0
2020-09-14,2020,37,1.29709,Florida,9,3,258,0,0
2020-09-21,2020,38,1.30278,Florida,9,3,265,0,0
2020-09-28,2020,39,1.35343,Florida,9,3,272,0,0
2020-10-05,2020,40,1.38067,Florida,10,4,279,0,1
2020-10-12,2020,41,1.57518,Florida,10,4,286,0,1
2020-10-19,2020,42,1.53332,Florida,10,4,293,0,1
2020-10-26,2020,43,1.52305,Florida,10,4,300,0,1
