date,year,week,ili_rate,region_name,month,quarter,day_of_year,is_winter,is_flu_season
2025-08-25,2025,34,2.062,Texas,8,3,237,0,0
2025-09-01,2025,35,3.2682,Texas,9,3,244,0,0
2025-09-08,2025,36,2.6403,Texas,9,3,251,0,0
2025-09-15,2025,37,2.41999,Texas,9,3,258,0,0
2025-09-22,2025,38,2.15219,Texas,9,3,265,0,0
2025-09-29,2025,39,2.66968,Texas,9,3,272,0,0
2018-10-01,2018,40,0.34384,Washington,10,4,274,0,1
2018-10-08,2018,41,0.507963,Washington,10,4,281,0,1
2018-10-15,2018,42,0.32548,Washington,10,4,288,0,1
2018-10-22,2018,43,0.446229,Washington,10,4,295,0,1
2018-10-29,2018,44,0.420954,Washington,10,4,302,0,1
2018-11-05,2018,45,0.49554,Washington,11,4,309,0,1
2018-11-12,2018,46,0.487559,Washington,11,4,316,0,1
2018-11-19,2018,47,0.744971,Washington,11,4,323,0,1
2018-11-26,2018,48,0.665668,Washington,11,4,330,0,1
2018-12-03,2018,49,0.608632,Washington,12,4,337,1,1
2018-12-10,2018,50,0.739939,Washington,12,4,344,1,1
2018-12-17,2018,51,0.928793,Washington,12,4,351,1,1
2018-12-24,2018,52,1.31694,Washington,12,4,358,1,1
2019-01-07,2019,1,1.38619,Washington,1,1,7,1,1
2019-01-14,2019,2,1.45493,Washington,1,1,14,1,1
2019-01-21,2019,3,1.60766,Washington,1,1,21,1,1
2019-01-28,2019,4,1.87949,Washington,1,1,28,1,1
2019-02-04,2019,5,2.15124,Washington,2,1,35,1,1
2019-02-11,2019,6,2.1666,Washington,2,1,42,1,1
2019-02-18,2019,7,3.32863,Washington,2,1,49,1,1
2019-02-25,2019,8,2.22108,Washington,2,1,56,1,1
2019-03-04,2019,9,2.24244,Washington,3,1,63,0,1
2019-03-11,2019,10,3.28871,Washington,3,1,70,0,1
2019-03-18,2019,11,4.59497,Washington,3,1,77,0,1
2019-03-25,2019,12,3.77262,Washington,3,1,84,0,1
2019-04-01,2019,13,2.33898,Washington,4,2,91,0,1
2019-04-08,2019,14,1.46951,Washington,4,2,98,0,1
2019-04-15,2019,15,0.857093,Washington,4,2,105,0,1
2019-04-22,2019,16,0.706952,Washington,4,2,112,0,1
2019-04-29,2019,17,0.4111,Washington,4,2,119,0,1
2019-05-06,2019,18,0.555024,Washington,5,2,126,0,0
2019-05-13,2019,19,0.50958,Washington,5,2,133,0,0
2019-05-20,2019,20,0.383632,Washington,5,2,140,0,0
2019-05-27,2019,21,0.507731,Washington,5,2,147,0,0
2019-06-03,2019,22,0.597558,Washington,6,2,154,0,0
2019-06-10,2019,23,0.543607,Washington,6,2,161,0,0
2019-06-17,2019,24,0.342827,Washington,6,2,168,0,0
2019-06-24,2019,25,0.260213,Washington,6,2,175,0,0
2019-07-01,2019,26,0.182959,Washington,7,3,182,0,0
2019-07-08,2019,27,0.539926,Washington,7,3,189,0,0
2019-07-15,2019,28,0.353838,Washington,7,3,196,0,0
2019-07-22,2019,29,0.265041,Washington,7,3,203,0,0
2019-07-29,2019,30,0.344645,Washington,7,3,210,0,0
2019-08-05,2019,31,0.184648,Washington,8,3,217,0,0
2019-08-12,2019,32,0.238347,Washington,8,3,224,0,0
2019-08-19,2019,33,0.075358,Washington,8,3,231,0,0
2019-08-26,2019,34,0.374614,Washington,8,3,238,0,0
2019-09-02,2019,35,0.0886328,Washington,9,3,245,0,0
2019-09-09,2019,36,0.173498,Washington,9,3,252,0,0
2019-09-16,2019,37,0.274958,Washington,9,3,259,0,0
2019-09-23,2019,38,0.0,Washington,9,3,266,0,0
2019-09-30,2019,39,0.489967,Washington,9,3,273,0,0
2019-10-07,2019,40,0.968318,Washington,10,4,280,0,1
2019-10-14,2019,41,1.20809,Washington,10,4,287,0,1
2019-10-21,2019,42,1.32254,Washington,10,4,294,0,1
2019-10-28,2019,43,1.03806,Washington,10,4,301,0,1
2019-11-04,2019,44,1.27472,Washington,11,4,308,0,1
2019-11-11,2019,45,1.38184,Washington,11,4,315,0,1
2019-11-18,2019,46,1.78561,Washington,11,4,322,0,1
2019-11-25,2019,47,2.69907,Washington,11,4,329,0,1
2019-12-02,2019,48,3.56457,Washington,12,4,336,1,1
2019-12-09,2019,49,4.35343,Washington,12,4,343,1,1
2019-12-16,2019,50,5.7875,Washington,12,4,350,1,1
2019-12-23,2019,51,7.00911,Washington,12,4,357,1,1
2019-12-30,2019,52,8.62506,Washington,12,4,364,1,1
2020-01-06,2020,1,7.13863,Washington,1,1,6,1,1
2020-01-13,2020,2,4.88015,Washington,1,1,13,1,1
2020-01-20,2020,3,4.21964,Washington,1,1,20,1,1
2020-01-27,2020,4,4.41681,Washington,1,1,27,1,1
2020-02-03,2020,5,4.69003,Washington,2,1,34,1,1
2020-02-10,2020,6,4.19065,Washington,2,1,41,1,1
2020-02-17,2020,7,4.01499,Washington,2,1,48,1,1
2020-02-24,2020,8,4.01273,Washington,2,1,55,1,1
2020-03-02,2020,9,4.3331,Washington,3,1,62,0,1
2020-03-09,2020,10,6.58271,Washington,3,1,69,0,1
2020-03-16,2020,11,6.53011,Washington,3,1,76,0,1
2020-03-23,2020,12,6.20851,Washington,3,1,83,0,1
2020-03-30,2020,13,3.97501,Washington,3,1,90,0,1
2020-04-06,2020,14,2.46374,Washington,4,2,97,0,1
2020-04-13,2020,15,1.58293,Washington,4,2,104,0,1
2020-04-20,2020,16,1.18205,Washington,4,2,111,0,1
2020-04-27,2020,17,1.07493,Washington,4,2,118,0,1
2020-05-04,2020,18,0.970077,Washington,5,2,125,0,0
2020-05-11,2020,19,0.841372,Washington,5,2,132,0,0
2020-05-18,2020,20,0.620542,Washington,5,2,139,0,0
2020-05-25,2020,21,0.573627,Washington,5,2,146,0,0
2020-06-01,2020,22,0.628198,Washington,6,2,153,0,0
2020-06-08,2020,23,0.575196,Washington,6,2,160,0,0
2020-06-15,2020,24,0.571465,Washington,6,2,167,0,0
2020-06-22,2020,25,0.447815,Washington,6,2,174,0,0
2020-06-29,2020,26,0.556953,Washington,6,2,181,0,0
2020-07-06,2020,27,0.680747,Washington,7,3,188,0,0
2020-07-13,2020,28,0.654503,Washington,7,3,195,0,0
2020-07-20,2020,29,0.713747,Washington,7,3,202,0,0
2020-07-27,2020,30,0.559879,Washington,7,3,209,0,0
2020-08-03,2020,31,0.622084,Washington,8,3,216,0,0
2020-08-10,2020,32,0.492696,Washington,8,3,223,0,0
2020-08-17,2020,33,0.566721,Washington,8,3,230,0,0
2020-08-24,2020,34,0.589053,Washington,8,3,237,0,0
2020-08-31,2020,35,0.430132,Washington,8,3,244,0,0
2020-09-07,2020,36,0.579761,Washington,9,3,251,0,0
2020-09-14,2020,37,0.641345,Washington,9,3,258,0,0
2020-09-21,2020,38,0.528045,Washington,9,3,265,0,0
2020-09-28,2020,39,0.67876,Washington,9,3,272,0,0
2020-10-05,2020,40,0.660884,Washington,10,4,279,0,1
2020-10-12,2020,41,0.784446,Washington,10,4,286,0,1
2020-10-19,2020,42,0.523062,Washington,10,4,293,0,1
2020-10-26,2020,43,0.615345,Washington,10,4,300,0,1
2020-11-02,2020,44,0.830102,Washington,11,4,307,0,1
2020-11-09,2020,45,0.784004,Washington,11,4,314,0,1
2020-11-16,2020,46,0.91421,Washington,11,4,321,0,1
2020-11-23,2020,47,0.96782,Washington,11,4,328,0,1
2020-11-30,2020,48,0.922299,Washington,11,4,335,0,1
2020-12-07,2020,49,0.746175,Washington,12,4,342,1,1
2020-12-14,2020,50,0.770967,Washington,12,4,349,1,1
2020-12-21,2020,51,0.895278,Washington,12,4,356,1,1
2020-12-28,2020,52,0.813061,Washington,12,4,363,1,1
2021-01-04,2020,53,0.780012,Washington,1,1,4,1,1
2021-01-04,2021,1,0.53415,Washington,1,1,4,1,1
2021-01-11,2021,2,0.79191,Washington,1,1,11,1,1
2021-01-18,2021,3,0.60307,Washington,1,1,18,1,1
2021-01-25,2021,4,0.525656,Washington,1,1,25,1,1
2021-02-01,2021,5,0.530004,Washington,2,1,32,1,1
2021-02-08,2021,6,0.660335,Washington,2,1,39,1,1
2021-02-15,2021,7,0.505543,Washington,2,1,46,1,1
2021-02-22,2021,8,0.539394,Washington,2,1,53,1,1
2021-03-01,2021,9,0.501177,Washington,3,1,60,0,1
2021-03-08,2021,10,0.408719,Washington,3,1,67,0,1
2021-03-15,2021,11,0.561026,Washington,3,1,74,0,1
2021-03-22,2021,12,0.599955,Washington,3,1,81,0,1
2021-03-29,2021,13,0.551146,Washington,3,1,88,0,1
2021-04-05,2021,14,0.67256,Washington,4,2,95,0,1
2021-04-12,2021,15,0.697912,Washington,4,2,102,0,1
2021-04-19,2021,16,0.653702,Washington,4,2,109,0,1
2021-04-26,2021,17,0.77281,Washington,4,2,116,0,1
2021-05-03,2021,18,0.71346,Washington,5,2,123,0,0
2021-05-10,2021,19,0.719202,Washington,5,2,130,0,0
2021-05-17,2021,20,0.757749,Washington,5,2,137,0,0
2021-05-24,2021,21,0.70619,Washington,5,2,144,0,0
2021-05-31,2021,22,0.6167,Washington,5,2,151,0,0
2021-06-07,2021,23,0.6991,Washington,6,2,158,0,0
2021-06-14,2021,24,0.735378,Washington,6,2,165,0,0
2021-06-21,2021,25,0.759167,Washington,6,2,172,0,0
2021-06-28,2021,26,0.710404,Washington,6,2,179,0,0
2021-07-05,2021,27,0.741317,Washington,7,3,186,0,0
2021-07-12,2021,28,0.770986,Washington,7,3,193,0,0
2021-07-19,2021,29,0.966089,Washington,7,3,200,0,0
2021-07-26,2021,30,0.966559,Washington,7,3,207,0,0
2021-08-02,2021,31,1.10441,Washington,8,3,214,0,0
2021-08-09,2021,32,1.24937,Washington,8,3,221,0,0
2021-08-16,2021,33,1.26407,Washington,8,3,228,0,0
2021-08-23,2021,34,1.22618,Washington,8,3,235,0,0
2021-08-30,2021,35,1.3241,Washington,8,3,242,0,0
2021-09-06,2021,36,1.28167,Washington,9,3,249,0,0
2021-09-13,2021,37,1.41689,Washington,9,3,256,0,0
2021-09-20,2021,38,1.50085,Washington,9,3,263,0,0
2021-09-27,2021,39,1.50769,Washington,9,3,270,0,0
2021-10-04,2021,40,1.49941,Washington,10,4,277,0,1
2021-10-11,2021,41,1.55474,Washington,10,4,284,0,1
2021-10-18,2021,42,1.53321,Washington,10,4,291,0,1
2021-10-25,2021,43,1.49618,Washington,10,4,298,0,1
2021-11-01,2021,44,1.61163,Washington,11,4,305,0,1
2021-11-08,2021,45,1.62292,Washington,11,4,312,0,1
2021-11-15,2021,46,1.80753,Washington,11,4,319,0,1
2021-11-22,2021,47,1.65177,Washington,11,4,326,0,1
2021-11-29,2021,48,1.85919,Washington,11,4,333,0,1
2021-12-06,2021,49,1.70823,Washington,12,4,340,1,1
2021-12-13,2021,50,1.75506,Washington,12,4,347,1,1
2021-12-20,2021,51,2.14679,Washington,12,4,354,1,1
2021-12-27,2021,52,2.68772,Washington,12,4,361,1,1
2022-01-03,2022,1,3.33017,Washington,1,1,3,1,1
2022-01-10,2022,2,3.02836,Washington,1,1,10,1,1
2022-01-17,2022,3,2.54907,Washington,1,1,17,1,1
2022-01-24,2022,4,2.04784,Washington,1,1,24,1,1
2022-01-31,2022,5,1.25849,Washington,1,1,31,1,1
2022-02-07,2022,6,1.20096,Washington,2,1,38,1,1
2022-02-14,2022,7,1.05451,Washington,2,1,45,1,1
2022-02-21,2022,8,0.910845,Washington,2,1,52,1,1
2022-02-28,2022,9,1.0391,Washington,2,1,59,1,1
2022-03-07,2022,10,1.17356,Washington,3,1,66,0,1
2022-03-14,2022,11,1.26026,Washington,3,1,73,0,1
2022-03-21,2022,12,1.61565,Washington,3,1,80,0,1
2022-03-28,2022,13,1.67483,Washington,3,1,87,0,1
2022-04-04,2022,14,1.6,Washington,4,2,94,0,1
2022-04-11,2022,15,1.66604,Washington,4,2,101,0,1
2022-04-18,2022,16,2.12252,Washington,4,2,108,0,1
2022-04-25,2022,17,2.56583,Washington,4,2,115,0,1
2022-05-02,2022,18,2.62539,Washington,5,2,122,0,0
2022-05-09,2022,19,2.66545,Washington,5,2,129,0,0
2022-05-16,2022,20,2.76157,Washington,5,2,136,0,0
2022-05-23,2022,21,2.81759,Washington,5,2,143,0,0
2022-05-30,2022,22,2.66699,Washington,5,2,150,0,0
2022-06-06,2022,23,2.2638,Washington,6,2,157,0,0
2022-06-13,2022,24,2.03223,Washington,6,2,164,0,0
2022-06-20,2022,25,2.07125,Washington,6,2,171,0,0
2022-06-27,2022,26,1.66066,Washington,6,2,178,0,0
2022-07-04,2022,27,1.41866,Washington,7,3,185,0,0
2022-07-11,2022,28,1.28013,Washington,7,3,192,0,0
2022-07-18,2022,29,1.06377,Washington,7,3,199,0,0
2022-07-25,2022,30,1.0095,Washington,7,3,206,0,0
2022-08-01,2022,31,0.944824,Washington,8,3,213,0,0
2022-08-08,2022,32,0.891518,Washington,8,3,220,0,0
2022-08-15,2022,33,0.909929,Washington,8,3,227,0,0
2022-08-22,2022,34,0.852806,Washington,8,3,234,0,0
2022-08-29,2022,35,0.799954,Washington,8,3,241,0,0
2022-09-05,2022,36,1.03862,Washington,9,3,248,0,0
2022-09-12,2022,37,1.22778,Washington,9,3,255,0,0
2022-09-19,2022,38,1.40313,Washington,9,3,262,0,0
2022-09-26,2022,39,1.21702,Washington,9,3,269,0,0
2022-10-03,2022,40,1.05319,Washington,10,4,276,0,1
2022-10-10,2022,41,1.17641,Washington,10,4,283,0,1
2022-10-17,2022,42,1.67822,Washington,10,4,290,0,1
2022-10-24,2022,43,2.05054,Washington,10,4,297,0,1
2022-10-31,2022,44,2.89621,Washington,10,4,304,0,1
2022-11-07,2022,45,4.65073,Washington,11,4,311,0,1
2022-11-14,2022,46,7.4949,Washington,11,4,318,0,1
2022-11-21,2022,47,12.9332,Washington,11,4,325,0,1
2022-11-28,2022,48,11.7328,Washington,11,4,332,0,1
2022-12-05,2022,49,10.6642,Washington,12,4,339,1,1
2022-12-12,2022,50,9.03203,Washington,12,4,346,1,1
2022-12-19,2022,51,7.24828,Washington,12,4,353,1,1
2022-12-26,2022,52,4.7523,Washington,12,4,360,1,1
2023-01-02,2023,1,2.96109,Washington,1,1,2,1,1
2023-01-09,2023,2,1.85538,Washington,1,1,9,1,1
2023-01-16,2023,3,1.48388,Washington,1,1,16,1,1
2023-01-23,2023,4,1.44114,Washington,1,1,23,1,1
2023-01-30,2023,5,1.40135,Washington,1,1,30,1,1
2023-02-06,2023,6,1.49866,Washington,2,1,37,1,1
2023-02-13,2023,7,1.44339,Washington,2,1,44,1,1
2023-02-20,2023,8,1.62809,Washington,2,1,51,1,1
2023-02-27,2023,9,1.4114,Washington,2,1,58,1,1
2023-03-06,2023,10,1.45142,Washington,3,1,65,0,1
2023-03-13,2023,11,1.53747,Washington,3,1,72,0,1
2023-03-20,2023,12,1.53583,Washington,3,1,79,0,1
2023-03-27,2023,13,1.51605,Washington,3,1,86,0,1
2023-04-03,2023,14,1.47373,Washington,4,2,93,0,1
2023-04-10,2023,15,1.24025,Washington,4,2,100,0,1
2023-04-17,2023,16,1.28898,Washington,4,2,107,0,1
2023-04-24,2023,17,1.19627,Washington,4,2,114,0,1
2023-05-01,2023,18,1.11203,Washington,5,2,121,0,0
2023-05-08,2023,19,1.08677,Washington,5,2,128,0,0
2023-05-15,2023,20,1.05281,Washington,5,2,135,0,0
2023-05-22,2023,21,1.10426,Washington,5,2,142,0,0
2023-05-29,2023,22,1.08034,Washington,5,2,149,0,0
2023-06-05,2023,23,1.18932,Washington,6,2,156,0,0
2023-06-12,2023,24,1.02794,Washington,6,2,163,0,0
2023-06-19,2023,25,1.14702,Washington,6,2,170,0,0
2023-06-26,2023,26,0.91731,Washington,6,2,177,0,0
2023-07-03,2023,27,0.89479,Washington,7,3,184,0,0
2023-07-10,2023,28,0.752347,Washington,7,3,191,0,0
2023-07-17,2023,29,0.732299,Washington,7,3,198,0,0
2023-07-24,2023,30,0.667238,Washington,7,3,205,0,0
2023-07-31,2023,31,0.803005,Washington,7,3,212,0,0
2023-08-07,2023,32,0.76978,Washington,8,3,219,0,0
2023-08-14,2023,33,0.743519,Washington,8,3,226,0,0
2023-08-21,2023,34,0.899717,Washington,8,3,233,0,0
2023-08-28,2023,35,1.10997,Washington,8,3,240,0,0
2023-09-04,2023,36,1.33023,Washington,9,3,247,0,0
2023-09-11,2023,37,1.25987,Washington,9,3,254,0,0
2023-09-18,2023,38,1.29001,Washington,9,3,261,0,0
2023-09-25,2023,39,1.37066,Washington,9,3,268,0,0
2023-10-02,2023,40,1.05265,Washington,10,4,275,0,1
2023-10-09,2023,41,1.00214,Washington,10,4,282,0,1
2023-10-16,2023,42,1.02678,Washington,10,4,289,0,1
2023-10-23,2023,43,0.956771,Washington,10,4,296,0,1
2023-10-30,2023,44,1.18006,Washington,10,4,303,0,1
2023-11-06,2023,45,1.30316,Washington,11,4,310,0,1
2023-11-13,2023,46,1.41341,Washington,11,4,317,0,1
2023-11-20,2023,47,1.89341,Washington,11,4,324,0,1
2023-11-27,2023,48,2.01716,Washington,11,4,331,0,1
2023-12-04,2023,49,2.43395,Washington,12,4,338,1,1
2023-12-11,2023,50,2.81435,Washington,12,4,345,1,1
2023-12-18,2023,51,3.621,Washington,12,4,352,1,1
2023-12-25,2023,52,3.91859,Washington,12,4,359,1,1
2024-01-01,2024,1,3.46002,Washington,1,1,1,1,1
2024-01-08,2024,2,2.64208,Washington,1,1,8,1,1
2024-01-15,2024,3,2.73445,Washington,1,1,15,1,1
2024-01-22,2024,4,2.59007,Washington,1,1,22,1,1
2024-01-29,2024,5,2.32482,Washington,1,1,29,1,1
2024-02-05,2024,6,2.09751,Washington,2,1,36,1,1
2024-02-12,2024,7,2.07958,Washington,2,1,43,1,1
2024-02-19,2024,8,2.13347,Washington,2,1,50,1,1
2024-02-26,2024,9,1.8809,Washington,2,1,57,1,1
2024-03-04,2024,10,1.88231,Washington,3,1,64,0,1
2024-03-11,2024,11,1.90267,Washington,3,1,71,0,1
2024-03-18,2024,12,1.74396,Washington,3,1,78,0,1
2024-03-25,2024,13,1.61154,Washington,3,1,85,0,1
2024-04-01,2024,14,1.60521,Washington,4,2,92,0,1
2024-04-08,2024,15,1.43626,Washington,4,2,99,0,1
2024-04-15,2024,16,1.32604,Washington,4,2,106,0,1
2024-04-22,2024,17,1.3508,Washington,4,2,113,0,1
2024-04-29,2024,18,1.42105,Washington,4,2,120,0,1
2024-05-06,2024,19,1.30312,Washington,5,2,127,0,0
2024-05-13,2024,20,1.20743,Washington,5,2,134,0,0
2024-05-20,2024,21,1.20033,Washington,5,2,141,0,0
2024-05-27,2024,22,1.24401,Washington,5,2,148,0,0
2024-06-03,2024,23,1.12388,Washington,6,2,155,0,0
2024-06-10,2024,24,1.02928,Washington,6,2,162,0,0
2024-06-17,2024,25,1.11669,Washington,6,2,169,0,0
2024-06-24,2024,26,0.901013,Washington,6,2,176,0,0
2024-07-01,2024,27,0.859541,Washington,7,3,183,0,0
2024-07-08,2024,28,0.682796,Washington,7,3,190,0,0
2024-07-15,2024,29,0.663263,Washington,7,3,197,0,0
2024-07-22,2024,30,0.622983,Washington,7,3,204,0,0
2024-07-29,2024,31,0.59198,Washington,7,3,211,0,0
2024-08-05,2024,32,0.650159,Washington,8,3,218,0,0
2024-08-12,2024,33,0.565363,Washington,8,3,225,0,0
2024-08-19,2024,34,0.518001,Washington,8,3,232,0,0
2024-08-26,2024,35,0.646304,Washington,8,3,239,0,0
2024-09-02,2024,36,0.627769,Washington,9,3,246,0,0
2024-09-09,2024,37,0.732989,Washington,9,3,253,0,0
2024-09-16,2024,38,0.77364,Washington,9,3,260,0,0
2024-09-23,2024,39,0.810254,Washington,9,3,267,0,0
2024-09-30,2024,40,0.937143,Washington,9,3,274,0,0
2024-10-07,2024,41,0.988094,Washington,10,4,281,0,1
2024-10-14,2024,42,0.951422,Washington,10,4,288,0,1
2024-10-21,2024,43,1.1944,Washington,10,4,295,0,1
2024-10-28,2024,44,1.22899,Washington,10,4,302,0,1
2024-11-04,2024,45,1.38254,Washington,11,4,309,0,1
2024-11-11,2024,46,1.57555,Washington,11,4,316,0,1
2024-11-18,2024,47,1.73214,Washington,11,4,323,0,1
2024-11-25,2024,48,2.12308,Washington,11,4,330,0,1
2024-12-02,2024,49,2.25161,Washington,12,4,337,1,1
2024-12-09,2024,50,3.01743,Washington,12,4,344,1,1
2024-12-16,2024,51,4.49539,Washington,12,4,351,1,1
2024-12-23,2024,52,6.61882,Washington,12,4,358,1,1
2025-01-06,2025,1,5.76161,Washington,1,1,6,1,1
2025-01-13,2025,2,4.53049,Washington,1,1,13,1,1
2025-01-20,2025,3,4.63709,Washington,1,1,20,1,1
2025-01-27,2025,4,5.99684,Washington,1,1,27,1,1
2025-02-03,2025,5,7.62779,Washington,2,1,34,1,1
2025-02-10,2025,6,8.53047,Washington,2,1,41,1,1
2025-02-17,2025,7,7.97413,Washington,2,1,48,1,1
2025-02-24,2025,8,7.94886,Washington,2,1,55,1,1
2025-03-03,2025,9,5.34659,Washington,3,1,62,0,1
2025-03-10,2025,10,4.03138,Washington,3,1,69,0,1
2025-03-17,2025,11,3.34992,Washington,3,1,76,0,1
2025-03-24,2025,12,2.92996,Washington,3,1,83,0,1
2025-03-31,2025,13,2.51051,Washington,3,1,90,0,1
2025-04-07,2025,14,2.12473,Washington,4,2,97,0,1
2025-04-14,2025,15,1.84023,Washington,4,2,104,0,1
2025-04-21,2025,16,1.70135,Washington,4,2,111,0,1
2025-04-28,2025,17,1.60511,Washington,4,2,118,0,1
2025-05-05,2025,18,1.46264,Washington,5,2,125,0,0
2025-05-12,2025,19,1.54777,Washington,5,2,132,0,0
2025-05-19,2025,20,1.57694,Washington,5,2,139,0,0
2025-05-26,2025,21,1.45712,Washington,5,2,146,0,0
2025-06-02,2025,22,1.48988,Washington,6,2,153,0,0
2025-06-09,2025,23,1.20846,Washington,6,2,160,0,0
2025-06-16,2025,24,1.04162,Washington,6,2,167,0,0
2025-06-23,2025,25,0.982256,Washington,6,2,174,0,0
2025-06-30,2025,26,0.969736,Washington,6,2,181,0,0
2025-07-07,2025,27,0.719467,Washington,7,3,188,0,0
2025-07-14,2025,28,0.672246,Washington,7,3,195,0,0
2025-07-21,2025,29,0.568905,Washington,7,3,202,0,0
2025-07-28,2025,30,0.615032,Washington,7,3,209,0,0
2025-08-04,2025,31,0.543942,Washington,8,3,216,0,0
2025-08-11,2025,32,0.55347,Washington,8,3,223,0,0
2025-08-18,2025,33,0.565485,Washington,8,3,230,0,0
2025-08-25,2025,34,0.628275,Washington,8,3,237,0,0
2025-09-01,2025,35,0.677406,Washington,9,3,244,0,0
2025-09-08,2025,36,0.69168,Washington,9,3,251,0,0
2025-09-15,2025,37,0.773892,Washington,9,3,258,0,0
2025-09-22,2025,38,0.941206,Washington,9,3,265,0,0
2025-09-29,2025,39,0.934284,Washington,9,3,272,0,0
